DRESDEN/4pttc;PROVER;2015-04-26;PROVER;2015-04-26;4298;1280;false;
DRESDEN/4pttc;PROVER;2015-04-26;PROVER;2015-04-26;6377;2560;false;
DRESDEN/4pttc;PROVER;2015-04-26;PROVER;2015-04-26;10759;5120;false;
BASE/ticTacToeParallel;PROVER;2015-04-26;PROVER;2015-04-26;558;5;false;
BASE/ticTacToeParallel;PROVER;2015-04-26;PROVER;2015-04-26;631;10;false;
BASE/ticTacToeParallel;PROVER;2015-04-26;PROVER;2015-04-26;714;20;false;
BASE/ticTacToeParallel;PROVER;2015-04-26;PROVER;2015-04-26;844;40;false;
BASE/ticTacToeParallel;PROVER;2015-04-26;PROVER;2015-04-26;1072;80;false;
BASE/ticTacToeParallel;PROVER;2015-04-26;PROVER;2015-04-26;1456;160;false;
BASE/ticTacToeParallel;PROVER;2015-04-26;PROVER;2015-04-26;2076;320;false;
BASE/ticTacToeParallel;PROVER;2015-04-26;PROVER;2015-04-26;3573;640;false;
BASE/ticTacToeParallel;PROVER;2015-04-26;PROVER;2015-04-26;5180;1280;false;
BASE/ticTacToeParallel;PROVER;2015-04-26;PROVER;2015-04-26;6222;2560;false;
BASE/ticTacToeParallel;PROVER;2015-04-26;PROVER;2015-04-26;8677;5120;false;
BASE/othello-comp2007;PROVER;2015-04-26;PROVER;2015-04-26;39651;5;false;
BASE/reversi;PROVER;2015-04-26;PROVER;2015-04-26;6230;5;false;
BASE/reversi;PROVER;2015-04-26;PROVER;2015-04-26;7128;10;false;
BASE/reversi;PROVER;2015-04-26;PROVER;2015-04-26;6889;20;false;
BASE/reversi;PROVER;2015-04-26;PROVER;2015-04-26;7345;40;false;
BASE/reversi;PROVER;2015-04-26;PROVER;2015-04-26;11260;80;false;
BASE/nim4;PROVER;2015-04-26;PROVER;2015-04-26;542;5;false;
BASE/nim4;PROVER;2015-04-26;PROVER;2015-04-26;551;10;false;
BASE/nim4;PROVER;2015-04-26;PROVER;2015-04-26;538;20;false;
BASE/nim4;PROVER;2015-04-26;PROVER;2015-04-26;598;40;false;
BASE/nim4;PROVER;2015-04-26;PROVER;2015-04-26;700;80;false;
BASE/nim4;PROVER;2015-04-26;PROVER;2015-04-26;799;160;false;
BASE/nim4;PROVER;2015-04-26;PROVER;2015-04-26;991;320;false;
BASE/nim4;PROVER;2015-04-26;PROVER;2015-04-26;1331;640;false;
BASE/nim4;PROVER;2015-04-26;PROVER;2015-04-26;1939;1280;false;
BASE/nim4;PROVER;2015-04-26;PROVER;2015-04-26;3501;2560;false;
BASE/nim4;PROVER;2015-04-26;PROVER;2015-04-26;4385;5120;false;
BASE/nim4;PROVER;2015-04-26;PROVER;2015-04-26;5968;10240;false;
BASE/nim4;PROVER;2015-04-26;PROVER;2015-04-26;8907;20480;false;
DRESDEN/toetictac;PROVER;2015-04-26;PROVER;2015-04-26;437;5;false;
DRESDEN/toetictac;PROVER;2015-04-26;PROVER;2015-04-26;456;10;false;
DRESDEN/toetictac;PROVER;2015-04-26;PROVER;2015-04-26;504;20;false;
DRESDEN/toetictac;PROVER;2015-04-26;PROVER;2015-04-26;540;40;false;
DRESDEN/toetictac;PROVER;2015-04-26;PROVER;2015-04-26;617;80;false;
DRESDEN/toetictac;PROVER;2015-04-26;PROVER;2015-04-26;812;160;false;
DRESDEN/toetictac;PROVER;2015-04-26;PROVER;2015-04-26;1100;320;false;
DRESDEN/toetictac;PROVER;2015-04-26;PROVER;2015-04-26;1575;640;false;
DRESDEN/toetictac;PROVER;2015-04-26;PROVER;2015-04-26;2254;1280;false;
DRESDEN/toetictac;PROVER;2015-04-26;PROVER;2015-04-26;3407;2560;false;
DRESDEN/toetictac;PROVER;2015-04-26;PROVER;2015-04-26;4240;5120;false;
DRESDEN/toetictac;PROVER;2015-04-26;PROVER;2015-04-26;6161;10240;false;
DRESDEN/toetictac;PROVER;2015-04-26;PROVER;2015-04-26;9870;20480;false;
BASE/checkers-newgoals;PROVER;2015-04-26;PROVER;2015-04-26;3365;5;false;
BASE/checkers-newgoals;PROVER;2015-04-26;PROVER;2015-04-26;3777;10;false;
BASE/checkers-newgoals;PROVER;2015-04-26;PROVER;2015-04-26;3948;20;false;
BASE/checkers-newgoals;PROVER;2015-04-26;PROVER;2015-04-26;3408;40;false;
BASE/checkers-newgoals;PROVER;2015-04-26;PROVER;2015-04-26;3398;80;false;
BASE/checkers-newgoals;PROVER;2015-04-26;PROVER;2015-04-26;4233;160;false;
BASE/checkers-newgoals;PROVER;2015-04-26;PROVER;2015-04-26;6482;320;false;
BASE/checkers-newgoals;PROVER;2015-04-26;PROVER;2015-04-26;9898;640;false;
BASE/cylinder-checkers;PROVER;2015-04-26;PROVER;2015-04-26;3292;5;false;
BASE/cylinder-checkers;PROVER;2015-04-26;PROVER;2015-04-26;3439;10;false;
BASE/cylinder-checkers;PROVER;2015-04-26;PROVER;2015-04-26;3749;20;false;
BASE/cylinder-checkers;PROVER;2015-04-26;PROVER;2015-04-26;3372;40;false;
BASE/cylinder-checkers;PROVER;2015-04-26;PROVER;2015-04-26;3476;80;false;
BASE/cylinder-checkers;PROVER;2015-04-26;PROVER;2015-04-26;5210;160;false;
BASE/cylinder-checkers;PROVER;2015-04-26;PROVER;2015-04-26;7397;320;false;
BASE/gt_two_thirds_6p;PROVER;2015-04-26;PROVER;2015-04-26;1899;5;false;
BASE/gt_two_thirds_6p;PROVER;2015-04-26;PROVER;2015-04-26;2370;10;false;
BASE/gt_two_thirds_6p;PROVER;2015-04-26;PROVER;2015-04-26;3154;20;false;
BASE/gt_two_thirds_6p;PROVER;2015-04-26;PROVER;2015-04-26;4674;40;false;
