BASE/ticTacToe/JRFsaQ;SANCHO_DEAD_RECKONING_PROPNET;1.61c;true;;15000;15701523;2058508
BASE/connectFour/WAIKTw;SANCHO_DEAD_RECKONING_PROPNET;1.61c;true;;15000;21320896;953881
BASE/hex/T1MK8g;SANCHO_DEAD_RECKONING_PROPNET;1.61c;true;;15000;1719882;24230
BASE/speedChess/bPnisA;SANCHO_DEAD_RECKONING_PROPNET;1.61c;true;;15000;3878613;35194
BASE/reversi/d8UMeA;SANCHO_DEAD_RECKONING_PROPNET;1.61c;true;;15000;1547125;25608
