BASE/ticTacToe/JRFsaQ;GGPLIB_CPP_STATEMACHINE;0.9999;true;;15000;43104600;5652402
BASE/connectFour/WAIKTw;GGPLIB_CPP_STATEMACHINE;0.9999;true;;15000;39705386;1774593
BASE/hex/T1MK8g;GGPLIB_CPP_STATEMACHINE;0.9999;true;;15000;2077372;29252
BASE/speedChess/bPnisA;GGPLIB_CPP_STATEMACHINE;0.9999;true;;15000;7382372;67228
BASE/reversi/d8UMeA;GGPLIB_CPP_STATEMACHINE;0.9999;true;;15000;1644687;27227
