BASE/zhadu/DlA8iQ;REKKURA_GENERIC_FORWARD_PROVER_OSTD;1.0.0;true;;30020;662;17
BASE/racetrackcorridor/k1OQRg;REKKURA_GENERIC_FORWARD_PROVER_OSTD;1.0.0;true;;30013;1837;91
BASE/gt_two_thirds_4p/DStnxQ;REKKURA_GENERIC_FORWARD_PROVER_OSTD;1.0.0;false;Test process timed out after 240 seconds;0;0;0
DRESDEN/nim4/F5YAYg;REKKURA_GENERIC_FORWARD_PROVER_OSTD;1.0.0;true;;30025;930;70
BASE/lightsOut/5P1ZBw;REKKURA_GENERIC_FORWARD_PROVER_OSTD;1.0.0;true;;30001;19477;973
DRESDEN/crossers3/xiPTxg;REKKURA_GENERIC_FORWARD_PROVER_OSTD;1.0.0;true;;30094;98;3
BASE/twisty-passages/DiZmmg;REKKURA_GENERIC_FORWARD_PROVER_OSTD;1.0.0;true;;37824;2;0
DRESDEN/sat_test_20v_91c_visualisation/aw8BIA;REKKURA_GENERIC_FORWARD_PROVER_OSTD;1.0.0;true;;30003;4416;220
DRESDEN/hanoi7_bugfix/3gdnFw;REKKURA_GENERIC_FORWARD_PROVER_OSTD;1.0.0;true;;32033;9;0
DRESDEN/mummymaze2p-comp2007/oTQRQg;REKKURA_GENERIC_FORWARD_PROVER_OSTD;1.0.0;true;;30001;866;17
DRESDEN/cubicup_3player/awDtsQ;REKKURA_GENERIC_FORWARD_PROVER_OSTD;1.0.0;true;;30004;5330;63
DRESDEN/backgammon/mqCW0Q;REKKURA_GENERIC_FORWARD_PROVER_OSTD;1.0.0;true;;30016;1498;6
STANFORD/multipletictactoe/_bkafQ;REKKURA_GENERIC_FORWARD_PROVER_OSTD;1.0.0;true;;30001;6062;338
BASE/guess/SPpk1A;REKKURA_GENERIC_FORWARD_PROVER_OSTD;1.0.0;true;;30049;77;7
BASE/kalaha5x2x3/WviNsw;REKKURA_GENERIC_FORWARD_PROVER_OSTD;1.0.0;true;;30045;495;4
BASE/ttcc4/Le0qjQ;REKKURA_GENERIC_FORWARD_PROVER_OSTD;1.0.0;true;;30005;815;30
BASE/cephalopodMicro/9l2D3g;REKKURA_GENERIC_FORWARD_PROVER_OSTD;1.0.0;true;;30026;635;0
DRESDEN/brain_teaser_extended/ZDp94A;REKKURA_GENERIC_FORWARD_PROVER_OSTD;1.0.0;true;;30000;44136;2942
