BASE/zhadu/DlA8iQ;REKKURA_GENERIC_FORWARD_PROVER;1.0.0;true;;30000;684;14
BASE/racetrackcorridor/k1OQRg;REKKURA_GENERIC_FORWARD_PROVER;1.0.0;true;;30006;1793;90
BASE/gt_two_thirds_4p/DStnxQ;REKKURA_GENERIC_FORWARD_PROVER;1.0.0;false;Test process timed out after 240 seconds;0;0;0
DRESDEN/nim4/F5YAYg;REKKURA_GENERIC_FORWARD_PROVER;1.0.0;true;;30011;945;70
BASE/lightsOut/5P1ZBw;REKKURA_GENERIC_FORWARD_PROVER;1.0.0;true;;30000;19873;993
DRESDEN/crossers3/xiPTxg;REKKURA_GENERIC_FORWARD_PROVER;1.0.0;true;;30156;98;3
BASE/twisty-passages/DiZmmg;REKKURA_GENERIC_FORWARD_PROVER;1.0.0;true;;37989;2;0
DRESDEN/sat_test_20v_91c_visualisation/aw8BIA;REKKURA_GENERIC_FORWARD_PROVER;1.0.0;true;;30003;4544;227
DRESDEN/hanoi7_bugfix/3gdnFw;REKKURA_GENERIC_FORWARD_PROVER;1.0.0;true;;31911;9;0
DRESDEN/mummymaze2p-comp2007/oTQRQg;REKKURA_GENERIC_FORWARD_PROVER;1.0.0;true;;30012;858;17
DRESDEN/cubicup_3player/awDtsQ;REKKURA_GENERIC_FORWARD_PROVER;1.0.0;true;;30001;5452;64
DRESDEN/backgammon/mqCW0Q;REKKURA_GENERIC_FORWARD_PROVER;1.0.0;true;;30013;1482;5
STANFORD/multipletictactoe/_bkafQ;REKKURA_GENERIC_FORWARD_PROVER;1.0.0;true;;30006;4668;260
BASE/guess/SPpk1A;REKKURA_GENERIC_FORWARD_PROVER;1.0.0;true;;30123;76;6
BASE/kalaha5x2x3/WviNsw;REKKURA_GENERIC_FORWARD_PROVER;1.0.0;true;;30015;493;4
BASE/ttcc4/Le0qjQ;REKKURA_GENERIC_FORWARD_PROVER;1.0.0;true;;30002;887;31
BASE/cephalopodMicro/9l2D3g;REKKURA_GENERIC_FORWARD_PROVER;1.0.0;true;;30032;632;0
DRESDEN/brain_teaser_extended/ZDp94A;REKKURA_GENERIC_FORWARD_PROVER;1.0.0;true;;30000;46067;3071
DRESDEN/catcha_mouse/cHv4dw;REKKURA_GENERIC_FORWARD_PROVER;1.0.0;true;;30000;11544;878
BASE/checkersTorusNoKings/pwb6oQ;REKKURA_GENERIC_FORWARD_PROVER;1.0.0;true;;30021;692;11
BASE/knightsTour/mvtVIg;REKKURA_GENERIC_FORWARD_PROVER;1.0.0;true;;30003;8326;1752
STANFORD/nineboardtictactoe/y28P-A;REKKURA_GENERIC_FORWARD_PROVER;1.0.0;true;;30000;6469;0
BASE/tttcc4/8Bs2lg;REKKURA_GENERIC_FORWARD_PROVER;1.0.0;true;;30010;879;32
BASE/blobwars/0XT15Q;REKKURA_GENERIC_FORWARD_PROVER;1.0.0;true;;35809;5;0
DRESDEN/buttons/ADUaHw;REKKURA_GENERIC_FORWARD_PROVER;1.0.0;true;;30000;117221;19536
BASE/pancakes/yUgbXw;REKKURA_GENERIC_FORWARD_PROVER;1.0.0;true;;30086;279;6
BASE/wargame03/klXI8w;REKKURA_GENERIC_FORWARD_PROVER;1.0.0;true;;30158;61;1
BASE/hanoi7_bugfix/3gdnFw;REKKURA_GENERIC_FORWARD_PROVER;1.0.0;true;;32744;9;0
BASE/blocks2player/wnTLOQ;REKKURA_GENERIC_FORWARD_PROVER;1.0.0;true;;30000;52375;2909
DRESDEN/connectfour/5tc-Mg;REKKURA_GENERIC_FORWARD_PROVER;1.0.0;true;;30000;13597;614
BASE/quarto/EwBMVQ;REKKURA_GENERIC_FORWARD_PROVER;1.0.0;true;;30242;116;5
BASE/quad_5x5/JAEP5g;REKKURA_GENERIC_FORWARD_PROVER;1.0.0;true;;30107;60;4
BASE/dotsAndBoxes/EHwA_w;REKKURA_GENERIC_FORWARD_PROVER;1.0.0;true;;30030;882;0
BASE/pacman2p/4LEdQg;REKKURA_GENERIC_FORWARD_PROVER;1.0.0;true;;30035;649;6
DRESDEN/latenttictactoe/kITHKg;REKKURA_GENERIC_FORWARD_PROVER;1.0.0;true;;30000;36733;8
DRESDEN/uf20-020.cnf.SAT.satlike/WbqXoA;REKKURA_GENERIC_FORWARD_PROVER;1.0.0;true;;31652;10;0
BASE/mineClearingSmall/frsbvw;REKKURA_GENERIC_FORWARD_PROVER;1.0.0;true;;30011;2054;158
DRESDEN/breakthrough/z4hK7Q;REKKURA_GENERIC_FORWARD_PROVER;1.0.0;true;;30000;1065;16
STANFORD/bestbuttonsandlights/nm0wEA;REKKURA_GENERIC_FORWARD_PROVER;1.0.0;true;;30000;36791;6131
STANFORD/skirmish/w4V6Vw;REKKURA_GENERIC_FORWARD_PROVER;1.0.0;true;;30155;72;0
BASE/factoringImpossibleTurtleBrain/kcBhdw;REKKURA_GENERIC_FORWARD_PROVER;1.0.0;true;;30199;114;1
DRESDEN/four_way_battle/xSOQXA;REKKURA_GENERIC_FORWARD_PROVER;1.0.0;true;;30304;50;1
DRESDEN/snake_2008/E56l3A;REKKURA_GENERIC_FORWARD_PROVER;1.0.0;true;;30055;153;6
