DRESDEN/sat_test_20v_91c_visualisation;PROVER;2015-04-26;true;;30000;26387;1319
BASE/mummyMaze2p_2007;PROVER;2015-04-26;true;;30000;34819;743
DRESDEN/tttcc4;PROVER;2015-04-26;true;;30001;14575;520
STANFORD/trifecta;PROVER;2015-04-26;true;;30000;87444;11448
DRESDEN/2player_normal_form_2010;PROVER;2015-04-26;true;;30000;144376;144376
DRESDEN/snake_2009;PROVER;2015-04-26;true;;30001;11490;734
BASE/snake2p;PROVER;2015-04-26;true;;30001;9729;7301
DRESDEN/minichess;PROVER;2015-04-26;true;;30000;25959;2934
DRESDEN/bunk_t;PROVER;2015-04-26;true;;30000;31608;3796
BASE/roshambo2;PROVER;2015-04-26;true;;30000;336938;39647
BASE/colonelBlotto;PROVER;2015-04-26;true;;30000;68591;13718
DRESDEN/hanoi7;PROVER;2015-04-26;true;;30000;164214;1293
DRESDEN/ggp-course2013_nicolai;PROVER;2015-04-26;true;;30002;3290;104
DRESDEN/pacman3p;PROVER;2015-04-26;true;;30000;21432;446
DRESDEN/cube_2x2x2;PROVER;2015-04-26;true;;30000;63254;5277
BASE/twisty-passages;PROVER;2015-04-26;true;;30000;151985;763
BASE/colonelBlottoVariant2;PROVER;2015-04-26;true;;30000;158929;31799
BASE/ticTacToeSerial;PROVER;2015-04-26;true;;30000;28009;1841
BASE/chomp;PROVER;2015-04-26;true;;30000;64234;9188
DRESDEN/hitori;PROVER;2015-04-26;true;;30001;2281;22
BASE/tictactoe_orthogonal;PROVER;2015-04-26;true;;30000;97663;12201
DRESDEN/snake_2008;PROVER;2015-04-26;true;;30002;11136;665
DRESDEN/pancakes6;PROVER;2015-04-26;true;;30000;528466;13315
STANFORD/madness;PROVER;2015-04-26;true;;30001;915;15
DRESDEN/mummymaze2p;PROVER;2015-04-26;true;;30000;27246;551
STANFORD/breakthrough;PROVER;2015-04-26;true;;30000;27315;419
STANFORD/breakthroughsmall;PROVER;2015-04-26;true;;30000;21540;750
BASE/qyshinsu;PROVER;2015-04-26;true;;30003;1716;63
BASE/eightPuzzle;PROVER;2015-04-26;true;;30000;88355;1472
STANFORD/skirmish;PROVER;2015-04-26;true;;30009;905;9
BASE/amazons;PROVER;2015-04-26;true;;36837;20;0
BASE/dotsAndBoxes;PROVER;2015-04-26;true;;30000;16346;272
BASE/4pttc;PROVER;2015-04-26;true;;30000;21803;694
BASE/quad_7x7;PROVER;2015-04-26;true;;73011;164;6
DRESDEN/quartosuicide;PROVER;2015-04-26;true;;30000;34846;1476
DRESDEN/skirmish2;PROVER;2015-04-26;true;;30001;5848;146
BASE/factoringGeorgeForman;PROVER;2015-04-26;true;;30000;142110;2983
BASE/biddingTicTacToe_10coins;PROVER;2015-04-26;true;;30000;55915;3784
DRESDEN/skirmish3;PROVER;2015-04-26;true;;30002;9479;236
BASE/battle;PROVER;2015-04-26;true;;30009;1862;62
STANFORD/triplesukoshi;PROVER;2015-04-26;true;;30001;18782;2683
BASE/alexChess;PROVER;2015-04-26;true;;30135;75;0
DRESDEN/chickentictactoe;PROVER;2015-04-26;true;;30000;74104;10427
DRESDEN/towerworld;PROVER;2015-04-26;true;;30005;786;1
BASE/knightsTourLarge;PROVER;2015-04-26;true;;30000;321900;53621
DRESDEN/checkers-newgoals;PROVER;2015-04-26;true;;30001;5133;52
BASE/chickentictactoe;PROVER;2015-04-26;true;;30000;78209;10987
BASE/lightsOnSimultaneous;PROVER;2015-04-26;true;;30000;45815;3068
DRESDEN/Runners;PROVER;2015-04-26;true;;30000;379112;7737
BASE/connectFour;PROVER;2015-04-26;true;;30001;23948;1069
BASE/skirmishZeroSum;PROVER;2015-04-26;true;;30002;3054;30
DRESDEN/battle;PROVER;2015-04-26;true;;30010;1783;59
DRESDEN/pawn_whopping;PROVER;2015-04-26;true;;30001;15516;430
BASE/checkers-newgoals;PROVER;2015-04-26;true;;30002;4888;50
DRESDEN/knightfight;PROVER;2015-04-26;true;;30000;63802;5881
BASE/quartoSuicide;PROVER;2015-04-26;true;;30000;34587;1484
BASE/ticTacToeNoVars;PROVER;2015-04-26;true;;30000;96310;12640
BASE/cittaceot;PROVER;2015-04-26;true;;30000;23629;1099
DRESDEN/sheep_and_wolf;PROVER;2015-04-26;true;;30000;19852;480
DRESDEN/amazons;PROVER;2015-04-26;true;;30050;803;11
BASE/blokbox_simple;PROVER;2015-04-26;true;;30823;10;0
DRESDEN/statespacesmall;PROVER;2015-04-26;true;;30000;411965;102991
DRESDEN/hanoi;PROVER;2015-04-26;true;;30000;177730;5733
BASE/knightwar;PROVER;2015-04-26;true;;30000;36124;4222
DRESDEN/vacuumcleaner_random;PROVER;2015-04-26;true;;30000;88898;14720
BASE/breakthroughSmallHoles;PROVER;2015-04-26;true;;30000;15857;606
BASE/maze;PROVER;2015-04-26;true;;30000;400775;45658
BASE/ttcc4_2player;PROVER;2015-04-26;true;;30000;17556;450
BASE/catcha_mouse;PROVER;2015-04-26;true;;30000;32378;2400
STANFORD/pentago;PROVER;2015-04-26;true;;30000;14304;261
DRESDEN/pawn_whopping_simultaneous;PROVER;2015-04-26;true;;30001;14376;786
BASE/quarto;PROVER;2015-04-26;true;;30000;35202;1505
DRESDEN/brawl;PROVER;2015-04-26;true;;30003;3208;320
BASE/pegEuro;PROVER;2015-04-26;true;;30000;12705;491
DRESDEN/max_knights;PROVER;2015-04-26;true;;30000;30608;5771
DRESDEN/breakthrough;PROVER;2015-04-26;true;;30000;12888;204
DRESDEN/blocks;PROVER;2015-04-26;true;;30000;198432;66144
BASE/nim4;PROVER;2015-04-26;true;;30000;175485;13082
DRESDEN/pancakes88;PROVER;2015-04-26;true;;30000;365475;9137
STANFORD/3puzzle;PROVER;2015-04-26;true;;30000;230313;38385
BASE/ttcc4;PROVER;2015-04-26;true;;30001;16647;588
DRESDEN/nim3;PROVER;2015-04-26;true;;30000;158091;11911
BASE/hanoi;PROVER;2015-04-26;true;;30000;169216;5458
BASE/reversi;PROVER;2015-04-26;true;;33581;571;9
DRESDEN/statespacelarge;PROVER;2015-04-26;true;;30000;205521;14680
BASE/queens;PROVER;2015-04-26;true;;30000;10777;1077
BASE/sudokuGrade6H;PROVER;2015-04-26;true;;30022;503;10
DRESDEN/skirmishfinal;PROVER;2015-04-26;true;;30001;1238;20
DRESDEN/crissrace;PROVER;2015-04-26;true;;30000;20465;461
DRESDEN/satlike_20v_91c;PROVER;2015-04-26;true;;30005;12060;603
DRESDEN/circlesolitaire;PROVER;2015-04-26;true;;30000;183849;17889
BASE/nim3;PROVER;2015-04-26;true;;30000;181067;13651
BASE/max_knights;PROVER;2015-04-26;true;;30000;33485;6344
DRESDEN/buttons;PROVER;2015-04-26;true;;30000;551011;91835
DRESDEN/sat_test_20v_91c;PROVER;2015-04-26;true;;30000;26555;1327
DRESDEN/pawntoqueen;PROVER;2015-04-26;true;;30002;485;36
DRESDEN/nim4;PROVER;2015-04-26;true;;30000;154041;11540
DRESDEN/tictactoeparallel;PROVER;2015-04-26;true;;30000;35379;5125
BASE/blocksWorld;PROVER;2015-04-26;true;;30000;217923;72641
STANFORD/8puzzle;PROVER;2015-04-26;true;;30000;79087;1318
DRESDEN/chinesecheckers6;PROVER;2015-04-26;true;;30001;23073;391
BASE/blocks;PROVER;2015-04-26;true;;30000;203943;67981
DRESDEN/mummymaze2p-comp2007;PROVER;2015-04-26;true;;30000;35063;741
DRESDEN/babel;PROVER;2015-04-26;true;;30002;4422;221
BASE/checkersTorus;PROVER;2015-04-26;true;;30003;12681;214
BASE/snake_2008_tweaked;PROVER;2015-04-26;true;;30002;11663;730
BASE/asteroidsParallel;PROVER;2015-04-26;true;;30000;82415;1885
BASE/pawnWhopping;PROVER;2015-04-26;true;;30000;16003;471
BASE/dualConnect4;PROVER;2015-04-26;true;;30000;13672;444
BASE/blocker;PROVER;2015-04-26;true;;30000;88593;11219
BASE/withConviction;PROVER;2015-04-26;true;;30000;12390;495
BASE/nim2;PROVER;2015-04-26;true;;30000;203661;22966
BASE/cephalopodMicro;PROVER;2015-04-26;true;;30050;949;21
DRESDEN/oisters_farm;PROVER;2015-04-26;true;;30000;222270;4536
STANFORD/platformjumpers;PROVER;2015-04-26;true;;30004;5412;105
STANFORD/freeforall;PROVER;2015-04-26;true;;30000;38043;1268
DRESDEN/chinesecheckers3;PROVER;2015-04-26;true;;30000;31391;581
DRESDEN/gt_ultimatum;PROVER;2015-04-26;true;;30000;195660;9783
BASE/factoringImpossibleTurtleBrain;PROVER;2015-04-26;true;;30088;254;3
DRESDEN/connect4;PROVER;2015-04-26;true;;30000;10803;502
BASE/amazons_10x10;PROVER;2015-04-26;true;;30002;6043;45
DRESDEN/breakthroughsuicide;PROVER;2015-04-26;true;;30001;20566;319
BASE/nim1;PROVER;2015-04-26;true;;30000;198750;28967
BASE/double_tictactoe_dengji;PROVER;2015-04-26;true;;30000;33551;2348
STANFORD/duikoshi;PROVER;2015-04-26;true;;30000;14398;1080
BASE/amazonsTorus;PROVER;2015-04-26;true;;38713;4;0
BASE/knightfight;PROVER;2015-04-26;true;;30000;68450;6362
BASE/checkersBarrelNoKings;PROVER;2015-04-26;true;;30001;13134;203
DRESDEN/battlesnakes1509;PROVER;2015-04-26;true;;30000;28653;680
DRESDEN/statespacemedium;PROVER;2015-04-26;true;;30000;287547;31949
DRESDEN/lightsout2;PROVER;2015-04-26;true;;30000;31807;1590
